respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur2,sigma_u,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
470,31,Male,No religion,Single,Yes,Had COVID,2,NA,,20260909002,-3.3505,-0.930268,-0.752334,-1.37589,-3.22768,-0.253796,-0.280131,-0.0801549,-0.0490747,-0.215766,2.15607,0.829758,0.178299,0.647196,2.76186,3.28701,0.769299,0.94546,1.01254,2.83671,-0.0147125,0.0212846,0.0555596,0.24227,-0.322509,-1.14288,-1.67459,-3.93486,-0.0233323
471,33,Female,Christian,Married,Yes,None,4,NA,,20260909002,-3.27171,-0.79788,-0.708006,-1.22162,-2.99608,-0.0781511,0.0515822,0.0838805,-0.0606836,0.3919,2.03028,0.504725,-0.0699471,0.246588,2.29815,2.9096,0.311135,0.681155,0.70025,2.2548,-0.0159324,0.0232208,0.05568,0.270688,-0.29768,-1.04366,-1.63501,-3.86773,-0.0398504
472,80,Male,Christian,Widowed,No,None,2,NA,,20260909002,-3.38764,-0.94815,-0.537673,-1.16775,-3.24804,-0.246465,-0.186973,-0.0341695,0.0198397,-0.0669553,2.06668,0.613906,-0.263644,0.169766,2.4733,3.03452,0.65378,0.581679,0.592141,2.73036,-0.0158227,0.0225497,0.0222912,0.224821,-0.334611,-1.09102,-1.68693,-3.98522,-0.0405149
473,45,Male,Christian,Married,Yes,Long COVID,1,NA,,20260909002,-3.44785,-0.91289,-0.715784,-1.32171,-3.21615,-0.21371,-0.151083,-0.108536,-0.0161738,-0.229569,2.22305,0.738504,0.00210921,0.329598,2.65909,3.23779,0.55337,0.806079,0.757444,2.81514,-0.0172609,0.0233774,0.0388176,0.280186,-0.260126,-1.04184,-1.71293,-3.99247,-0.0360841
474,85,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-3.55151,-1.16442,-0.786001,-1.61048,-3.54259,-0.121882,0.0635011,0.113351,0.23173,0.115168,2.2304,0.571845,-0.0243692,0.381429,2.50347,3.40385,0.892777,0.837968,1.17279,3.1294400000000002,-0.0162223,0.0230356,0.0682858,0.291327,-0.29553,-1.08142,-1.6507,-3.9592,-0.0178054
475,19,Female,No religion,Single,No,None,4,1,Scientific Rationalism,20260909002,-3.24296,-0.826194,-0.881822,-1.6112,-2.77935,-0.218982,-0.143132,0.126011,0.315381,-0.283855,2.08735,0.574962,0.0621374,0.644651,2.16164,3.16445,0.523197,0.99566,0.993367,2.38948,-0.0149873,0.0228288,0.0571474,0.23973,-0.325399,-1.09612,-1.63545,-3.95642,-0.0340038
476,55,Male,No religion,Married,No,Had COVID,2,NA,,20260909002,-3.36751,-0.904427,-0.756839,-1.27146,-3.48356,-0.329373,-0.22448,-0.0644474,-0.0557904,-0.0091983,2.01653,0.405392,0.0683815,0.21104,2.51229,3.2686,0.598717,0.910723,0.668399,3.09414,-0.0154611,0.0223786,0.0390859,0.235689,-0.24898700000000001,-1.00031,-1.6547,-3.97702,-0.0186443
477,67,Male,No religion,Married,No,Bereaved,3,NA,,20260909002,-3.46554,-1.13002,-0.841142,-1.43427,-3.16786,-0.070911,0.195344,0.177901,0.363336,0.243109,2.34464,0.927104,0.1388,0.514329,2.77484,3.16595,0.630066,0.837788,0.726412,2.58861,-0.0156315,0.0226168,-0.0164097,0.236248,-0.288909,-1.11736,-1.66136,-3.97969,-0.0681766
478,70,Male,Christian,Married,No,Bereaved,3,NA,,20260909002,-3.47761,-1.07318,-0.783916,-1.51351,-3.40758,-0.133732,-0.0751007,-0.0115999,0.110399,-0.0410288,2.08483,0.558256,-0.00207811,0.367614,2.38646,3.19548,0.707698,0.911465,0.994746,2.75942,-0.015912,0.0224978,0.0523634,0.248775,-0.271003,-1.08478,-1.6758,-3.96576,-0.0565862
479,34,Male,Christian,Married,Yes,None,3,NA,,20260909002,-3.33188,-0.825783,-0.656602,-1.13108,-3.12069,-0.308147,-0.132442,-0.0186741,-0.0290052,-0.120521,1.86738,0.197735,-0.175244,0.0174328,2.41347,3.17713,0.603193,0.818701,0.690583,2.83598,-0.0158048,0.0224791,-2.31752e-4,0.260583,-0.317671,-1.1596,-1.61437,-3.91084,-0.0546718
480,82,Male,Christian,Married,No,None,2,NA,,20260909002,-3.43875,-0.881987,-0.801836,-1.50169,-3.21012,-0.122825,-0.16077,0.0579223,0.120253,-0.194036,2.02624,0.487039,0.0550737,0.390847,2.66736,3.0876,0.582411,0.939134,1.15565,2.8787,-0.0167758,0.0226124,0.0632166,0.258971,-0.310701,-1.0712,-1.63832,-3.90977,-0.0611733
481,25,Female,Muslim,Single,No,Long COVID,2,NA,,20260909002,-3.31019,-1.03459,-0.789821,-1.4715,-3.3052,-0.569557,-0.238297,-0.0529059,-0.154023,-0.303079,2.19383,0.745554,0.146439,0.476474,2.62009,3.47089,0.843733,0.906286,1.20143,2.97543,-0.0149387,0.0218924,0.035905,0.250824,-0.265165,-1.05105,-1.66349,-3.94962,-0.0240445
482,57,Male,Christian,Married,Yes,None,1,NA,,20260909002,-3.26669,-0.673258,-0.654148,-1.15916,-2.7352,-0.352178,-0.105567,0.00716135,0.0931159,-0.154299,2.076,0.428235,-0.0783171,-0.0551793,2.17577,3.03386,0.223828,0.784311,0.585175,2.30107,-0.0161065,0.0228405,7.83848e-4,0.224998,-0.311457,-1.08123,-1.69054,-4.02605,-0.0282399
483,54,Male,Christian,Separated,No,None,3,NA,,20260909002,-3.21349,-0.953706,-0.870176,-1.35407,-3.3036,-0.442507,-0.193832,0.0373124,-0.0985333,-0.0107899,2.09771,0.664978,0.16557,0.412639,2.4577,3.07474,0.677674,0.932306,0.937369,2.97207,-0.0152106,0.0220424,0.0164225,0.255724,-0.290774,-1.09269,-1.64772,-3.92446,-0.0281363
484,63,Female,No religion,Widowed,No,None,4,NA,,20260909002,-3.34738,-0.95957,-0.736352,-1.39307,-3.10833,-0.321642,-0.122355,-0.0402269,0.0666088,-0.0294069,2.33741,0.765655,0.144122,0.620129,2.46985,3.15362,0.632235,0.921183,0.931332,2.58531,-0.0140293,0.0218818,0.0066548,0.26592,-0.315082,-1.09085,-1.62268,-3.82442,-0.0809998
485,37,Female,Not answered,Married,Yes,Had COVID,4,NA,,20260909002,-3.54708,-1.07177,-1.00167,-1.74804,-2.97976,-0.249563,0.0315003,-0.0120378,-0.105354,0.165277,2.43596,0.693062,0.159714,0.794592,2.14965,3.40725,0.73351,1.11708,1.25901,2.3538,-0.0135672,0.0224912,0.0508789,0.24965,-0.313973,-0.986138,-1.71972,-3.93186,-0.0186679
486,65,Male,Christian,Married,No,None,2,NA,,20260909002,-3.24431,-0.787257,-0.754981,-1.08076,-3.04156,-0.330164,-0.189866,0.100247,-0.104962,0.0403738,2.04979,0.492944,-0.115778,0.141892,2.15965,3.15033,0.634965,0.755784,0.699711,2.49629,-0.0163317,0.0230688,0.0516024,0.197969,-0.260057,-1.05956,-1.65876,-3.8843,-0.0702113
487,31,Male,No religion,Single,No,None,2,NA,,20260909002,-3.28399,-0.895377,-0.784742,-1.40527,-3.50345,-0.0803269,-0.0289574,0.00689671,-0.0924069,0.24328,1.89784,0.420991,0.109342,0.480738,2.4552,3.04814,0.566032,0.81022,1.02637,2.85998,-0.0158605,0.0220447,0.0560633,0.23637,-0.294199,-1.07501,-1.68907,-3.97576,-0.0488561
488,50,Female,Buddhist,Single,No,None,3,NA,,20260909002,-3.12793,-0.847083,-0.707131,-1.45767,-3.26439,-0.446568,-0.160167,0.00654512,-0.0666106,0.132437,1.98503,0.512016,-0.00367357,0.501058,2.44164,3.08668,0.644218,0.857693,1.0022200000000001,2.76488,-0.0154596,0.0217729,0.0490665,0.300976,-0.3191,-1.08364,-1.63667,-3.94329,-0.0313426
489,30,Male,No religion,Married,Yes,None,1,NA,,20260909002,-3.32259,-0.913918,-0.635401,-1.15291,-2.85033,-0.108242,0.0863001,0.0339119,-0.0180774,0.0445257,2.32142,0.718449,0.00800974,0.41065,2.25862,3.20243,0.677896,0.816905,0.941032,2.69846,-0.0154387,0.0219886,-0.00583464,0.212073,-0.239822,-1.03622,-1.61047,-3.85808,-0.0785235
490,37,Male,No religion,Divorced,No,Had COVID,2,NA,,20260909002,-3.27276,-0.845921,-0.705858,-1.29612,-2.99583,-0.276747,-0.16023,-0.159106,-0.193035,-0.0262665,2.06566,0.528591,0.0653353,0.434177,2.10034,3.21176,0.646369,0.928121,0.874797,2.76416,-0.0150027,0.0221799,0.0838272,0.197692,-0.250772,-1.06264,-1.67438,-3.96951,-0.044166
491,74,Female,Muslim,Single,No,Bereaved,1,NA,,20260909002,-3.64355,-1.02065,-0.616931,-1.52641,-3.67278,-0.285674,-0.197619,-0.0682595,-0.200104,0.110034,2.37761,0.750498,-0.039716,0.602106,2.91351,3.47882,0.822188,0.75772,1.1265,3.19648,-0.0170862,0.0232909,0.0254797,0.310645,-0.282346,-1.08293,-1.714,-4.00037,-0.034229
492,53,Male,Christian,Divorced,Yes,Had COVID,1,NA,,20260909002,-3.32053,-0.917955,-0.860373,-1.38128,-2.91711,-0.298412,-0.134793,0.147657,0.0283939,-0.355681,2.23582,0.711921,0.185233,0.398269,2.20196,3.46299,0.706604,0.931213,1.08633,2.55576,-0.0132277,0.0225263,-0.00151464,0.189489,-0.25487,-0.95676,-1.63851,-3.8318,-0.0184196
493,56,Male,Christian,Married,No,Had COVID,3,NA,,20260909002,-3.63899,-1.22342,-0.735293,-1.55175,-3.5081,-0.193708,0.068005,0.106081,0.0755127,-0.119077,2.28377,0.819439,0.0121914,0.335136,2.83538,3.54844,0.926772,0.86061,1.23572,3.29738,-0.0160198,0.0218215,0.0196302,0.267817,-0.286146,-1.11697,-1.63646,-3.96116,-0.0399196
494,53,Male,Christian,Divorced,No,None,2,NA,,20260909002,-3.40207,-1.03164,-0.759811,-1.32874,-3.47215,-0.149934,0.110996,0.1953,0.0627905,0.183574,2.28866,0.73517,0.0595338,0.433558,2.60973,3.34553,0.72653,0.841787,1.01341,3.10702,-0.0170597,0.0235662,0.0518649,0.259899,-0.257333,-1.07418,-1.62556,-3.97458,-0.077012
495,31,Female,Christian,Married,Yes,Had COVID,2,NA,,20260909002,-3.34805,-0.924309,-0.80208,-1.24936,-3.01379,-0.239941,-0.148498,-0.0265292,-0.244626,-0.109626,2.18414,0.646378,0.157554,0.295337,2.23462,3.01567,0.545419,0.830553,0.720426,2.49234,-0.0150884,0.0225039,0.0705411,0.27557,-0.269154,-1.0537,-1.65481,-3.89913,-0.0388495
496,65,Male,No religion,Divorced,No,Long COVID,1,NA,,20260909002,-3.40834,-0.947289,-0.832922,-1.61211,-3.32146,-0.336776,-0.245941,-0.00128435,-0.144307,-0.243225,2.35861,0.763971,0.247439,0.670686,2.63547,3.17167,0.67103,0.843513,1.05227,3.02347,-0.0164667,0.0222528,0.11732,0.299741,-0.240273,-1.08594,-1.7042,-4.01559,-0.0459325
497,59,Male,Muslim,Single,No,Had COVID,2,NA,,20260909002,-3.30392,-0.861147,-0.717986,-1.10494,-3.53453,-0.127388,0.12208,0.182517,0.0685641,0.303049,2.0811,0.492798,-0.133457,0.161486,2.62971,3.12982,0.527816,0.768109,0.61999,2.66845,-0.0162505,0.0241909,0.0704763,0.297223,-0.291869,-1.17043,-1.64773,-3.99288,-0.0935558
498,33,Male,Christian,Single,Yes,Had COVID,4,NA,,20260909002,-3.46955,-1.10872,-0.800507,-1.42603,-3.31453,-0.168962,0.0414891,-0.0213022,0.080495,0.115291,2.2007,0.579138,0.0604507,0.429241,2.37467,3.11964,0.816326,0.914476,0.966754,2.82983,-0.0158872,0.0223376,0.0227924,0.209121,-0.320088,-1.08394,-1.70107,-3.92712,-0.0262487
499,38,Male,No religion,Divorced,No,None,3,NA,,20260909002,-3.57627,-1.14318,-0.783918,-1.49391,-3.20283,-0.208653,-0.0122004,0.0173379,0.171267,-0.150566,2.2108,0.608792,-0.0432883,0.413723,2.33581,3.43802,0.85126,0.928123,1.01113,2.84619,-0.015326,0.0234096,0.0579504,0.273476,-0.323422,-1.17129,-1.72043,-3.94362,-0.0137444
500,45,Male,No religion,Single,Yes,None,4,NA,,20260909002,-3.43399,-0.941471,-0.812555,-1.45977,-3.31154,-0.0315723,0.125495,0.211509,0.144952,0.25364,2.17642,0.568923,-0.0350024,0.474572,2.47752,3.38787,0.757278,0.814754,0.984181,2.86658,-0.0151824,0.0236326,0.0313757,0.279806,-0.218638,-0.998116,-1.69939,-3.93015,-0.0915479
501,70,Female,No religion,Widowed,No,None,2,NA,,20260909002,-3.27963,-0.6829,-0.57426,-1.15618,-2.85608,-0.441068,-0.308037,-0.0914168,-0.00299603,-0.317708,2.24088,0.606383,-0.0592585,0.42298,2.4283,3.27609,0.575111,0.795275,0.98618,2.4554,-0.0159292,0.023504,5.89315e-4,0.19516,-0.32741,-1.20783,-1.66344,-4.01461,-0.108301
502,67,Female,No religion,Married,No,Had COVID,1,NA,,20260909002,-3.34491,-0.924842,-0.78018,-1.43196,-3.20222,-0.462273,-0.177624,-0.120522,-0.206273,0.0597948,2.00359,0.370286,-0.0504715,0.374422,2.05728,3.4057,0.705248,0.793876,1.114,2.64085,-0.0143601,0.0214304,0.0387319,0.209947,-0.296971,-1.01606,-1.68421,-3.95643,-0.0647751
503,47,Female,Christian,Married,Yes,Had COVID,1,NA,,20260909002,-3.5005,-1.03931,-0.863631,-1.42106,-3.3492,-0.378901,-0.113831,-0.00336562,-0.120487,-0.142289,2.20418,0.67999,0.0645879,0.331519,2.36364,3.37444,0.724679,0.83583,0.914725,2.88895,-0.0156324,0.0234773,0.115266,0.277398,-0.359638,-1.12174,-1.73965,-4.06908,-0.0588186
504,60,Male,No religion,Married,No,Long COVID,2,NA,,20260909002,-3.51693,-1.08833,-0.647896,-1.38507,-3.32542,-0.0974076,0.14861,-0.0893607,0.0750004,-0.0778092,2.0406,0.568359,-0.0781902,0.363256,2.61335,3.18701,0.562285,0.715238,0.842723,2.80898,-0.0160921,0.0224587,0.0503519,0.249422,-0.3395,-1.03097,-1.73645,-3.99035,-0.00820791
505,90,Female,Not answered,Widowed,No,None,2,NA,,20260909002,-3.3512,-0.838498,-0.8259,-1.34627,-3.09612,-0.184038,-0.055101700000000003,0.0273687,0.0494865,0.153711,2.04245,0.466261,0.033868,0.236798,2.31449,3.11147,0.441485,0.808598,0.808478,2.54064,-0.0164058,0.0226825,0.0784728,0.247623,-0.354377,-1.02041,-1.72145,-3.96319,-0.0562134
506,46,Male,Christian,Single,Yes,None,4,NA,,20260909002,-3.4102,-0.842146,-0.734661,-1.43461,-2.83535,-0.588026,-0.428169,-0.075359,-0.319233,-0.545243,2.433,0.876004,0.110886,0.703425,2.39235,3.16196,0.650922,0.817333,0.931761,2.49518,-0.0160003,0.0236223,0.0212658,0.30564,-0.319901,-1.083,-1.66137,-3.96338,-0.0290317
507,47,Male,Christian,Divorced,Yes,Had COVID,4,4,Conspiracy Ideation,20260909002,-3.17203,-0.742691,-0.801157,-1.41852,-2.87093,-0.613992,-0.341436,-0.238684,-0.25456,-0.284587,2.07262,0.424609,0.12083,0.280887,2.23645,3.41438,0.716462,1.08918,1.15733,2.59614,-0.015188,0.0224183,0.0189267,0.232362,-0.320698,-0.949681,-1.63906,-3.81697,-0.0514396
508,20,Male,Muslim,Single,No,None,2,4,Conspiracy Ideation,20260909002,-3.57163,-1.1006,-1.04007,-1.6244,-3.14904,-0.217557,-0.0494333,3.25057e-5,0.0637491,-0.296732,2.32707,0.767516,0.315461,0.81577,2.54263,3.15017,0.618995,1.0157,0.995424,2.73525,-0.0162701,0.02238,0.00907124,0.274146,-0.265889,-1.05524,-1.69546,-3.89375,-0.0536294
509,26,Female,Christian,Single,No,Had COVID,3,NA,,20260909002,-3.45169,-1.02988,-0.721386,-1.24822,-3.39589,0.0651976,0.245724,0.139611,0.266984,0.115767,2.03546,0.430149,-0.0431863,0.0818019,2.43629,3.34872,0.772747,0.924032,0.923647,2.9412,-0.0154094,0.023552,0.0788744,0.167827,-0.245546,-1.1178,-1.63918,-3.98882,-0.125391
510,43,Female,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-3.55559,-1.07295,-0.862852,-1.50106,-3.39708,-0.351991,-0.298322,0.0412472,-0.112575,-0.258342,2.3532,0.826109,0.0411507,0.585887,2.60047,3.34166,0.866892,0.973671,1.10438,3.00681,-0.0152375,0.0225809,0.00612243,0.248079,-0.27077,-1.1034,-1.67425,-3.94211,-0.0559279
511,50,Female,Christian,Married,No,Had COVID,3,NA,,20260909002,-3.58967,-1.23071,-0.863643,-1.47224,-3.48402,-0.135257,0.0979365,0.13127,0.122816,0.303544,2.31261,0.940862,0.107222,0.391539,2.56621,3.37574,0.754173,0.895572,1.01198,2.85601,-0.0155035,0.0233197,0.00811053,0.266692,-0.301094,-1.07506,-1.70024,-3.94943,-0.0832508
512,55,Male,No religion,Divorced,No,None,2,NA,,20260909002,-3.40462,-0.998982,-0.780909,-1.35993,-3.30329,-0.441649,-0.407065,-0.165943,-0.206451,-0.405121,1.97826,0.562291,-0.041735,0.28097,2.64917,3.56688,1.0178,0.923713,1.10061,3.00412,-0.0148316,0.0224932,0.0890569,0.275182,-0.3151,-1.05481,-1.72973,-3.92004,-0.0243656
513,43,Female,Christian,Divorced,Yes,Had COVID,4,NA,,20260909002,-3.45274,-1.11381,-0.766941,-1.26887,-3.56855,-0.407129,-0.0528044,-0.081134800000000007,-0.264062,-0.095051,2.02935,0.61337,-0.0574065,0.200508,2.77653,3.33499,0.866765,0.818427,0.790022,3.33849,-0.0171455,0.0236234,0.072075,0.251837,-0.329641,-1.08253,-1.75352,-4.0818,-0.0518353
514,74,Male,No religion,Widowed,No,Had COVID,4,2,Libertarianism,20260909002,-3.52955,-1.07008,-0.933009,-1.49236,-3.35214,-0.211313,-0.0047378,0.0544174,0.0642743,0.118819,2.37658,0.723232,0.13838,0.515911,2.47659,3.47943,0.925333,1.021,1.08249,2.86546,-0.0151615,0.0238459,-0.0123879,0.242899,-0.265417,-1.05052,-1.70133,-4.05529,-0.0697034
515,57,Female,Christian,Divorced,No,Had COVID,1,NA,,20260909002,-3.47835,-1.0105,-0.752091,-1.34074,-3.3882,-0.292993,-0.12036,-0.0441817,-0.138299,-0.0884349,2.3248,0.737625,0.171262,0.584041,2.66045,3.47033,0.876874,0.889505,1.05498,3.14009,-0.0164323,0.0225724,0.0347587,0.254274,-0.280024,-1.10219,-1.63891,-3.9081,-0.00875462
516,47,Male,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-3.3851,-0.942795,-0.699862,-1.10796,-3.30231,-0.334194,-0.0692899,0.0890661,-0.180005,0.00190088,2.25851,0.657601,-0.0154654,0.362314,2.75412,3.28111,0.681732,0.801043,0.868648,3.06921,-0.0165089,0.0218282,0.0318663,0.267269,-0.33399,-1.12784,-1.67739,-3.9554,-0.0119781
517,69,Female,Christian,Widowed,No,Had COVID,2,NA,,20260909002,-3.54497,-1.03686,-0.911282,-1.41512,-3.47227,0.064617,0.113812,0.182121,0.18679,0.228389,2.16777,0.666549,0.142369,0.528119,2.69718,3.26115,0.642722,0.894516,1.06227,2.90426,-0.0163364,0.0226934,0.0585241,0.276788,-0.291088,-1.07321,-1.67645,-4.01213,-0.0366499
518,36,Female,Hindu,Married,Yes,Had COVID,4,3,Communitarianism,20260909002,-3.36108,-1.22697,-0.978159,-1.71309,-3.15787,-0.122461,0.156263,0.214331,0.34052,0.0167908,2.1249,0.870806,0.133108,0.638005,2.40525,3.10414,0.832725,0.97312,1.18311,2.77184,-0.0157225,0.0213517,0.0521877,0.224989,-0.262877,-0.951468,-1.6521,-3.91865,-0.039112
519,60,Male,Christian,Married,No,None,3,NA,,20260909002,-3.53977,-1.02687,-0.807403,-1.58384,-3.44974,-0.311474,-0.0607096,-0.0109919,-0.0842692,0.131392,2.2003,0.583473,-0.0349964,0.666195,2.46701,3.53287,0.852849,0.950187,1.30927,3.17489,-0.0165063,0.0234391,0.0399634,0.267064,-0.312909,-1.08771,-1.74704,-3.94666,-0.0678157
520,49,Female,Other religion,Married,No,None,2,1,Scientific Rationalism,20260909002,-3.34536,-0.902492,-0.774527,-1.28646,-2.96747,-0.105374,-0.030251,0.0481049,0.161926,-0.0897642,2.00818,0.500002,0.158441,0.299246,2.23574,3.03083,0.598587,0.866699,0.783231,2.6245,-0.0152377,0.0223485,0.0218987,0.192473,-0.273758,-1.05187,-1.65445,-3.88057,-0.0649752
521,57,Female,No religion,Married,No,Had COVID,2,5,Institutional Trust and Technocratic Governance,20260909002,-3.36838,-0.824931,-0.868895,-1.43252,-2.85728,-0.371646,-0.241841,-0.0885977,-0.0817596,-0.185342,2.22515,0.657792,0.082336,0.460417,2.1001,3.20917,0.542107,0.97533,0.927256,2.44702,-0.0161865,0.0224199,0.0111628,0.190243,-0.283769,-1.02345,-1.7263,-4.04392,-0.0410868
522,53,Male,Christian,Married,No,Bereaved,2,NA,,20260909002,-3.46957,-1.01516,-0.888539,-1.62357,-3.36991,-0.14251,-0.0189482,0.107585,0.0759148,0.0337548,2.13684,0.613728,0.0368234,0.723269,2.63622,3.25397,0.690077,0.918576,1.08418,2.80118,-0.0154405,0.0225251,-0.0335901,0.264869,-0.24648,-0.994699,-1.68296,-3.88131,-0.0606381
523,63,Female,Christian,Divorced,No,Had COVID,3,4,Conspiracy Ideation,20260909002,-3.1142,-0.540974,-0.572054,-0.878515,-2.77153,-0.393478,-0.306639,-0.168973,-0.294106,-0.202026,2.06359,0.353451,0.0411723,0.150839,2.13888,3.11784,0.403752,0.701287,0.500516,2.48819,-0.0159511,0.0232449,0.0394308,0.268374,-0.270851,-1.07147,-1.66911,-3.91745,-0.0325097
524,71,Male,Christian,Married,No,None,3,NA,,20260909002,-3.60045,-0.905574,-0.785616,-1.56236,-3.41416,-0.350519,-0.1889,-0.0188857,-0.0163756,-0.0641649,2.39752,0.485385,-0.0695995,0.557963,2.56609,3.57426,0.738146,0.92063,1.06787,3.19691,-0.0161648,0.0239485,0.0385294,0.289468,-0.263804,-1.013,-1.74756,-4.00537,-0.112043
525,23,Male,Christian,Single,No,Had COVID,2,NA,,20260909002,-3.6135100000000002,-1.07435,-0.924201,-1.6996,-3.46013,-0.289613,-0.0491631,-0.00523019,0.131374,0.223875,2.37915,0.72377,0.0649445,0.619177,2.63171,3.5643,0.721721,0.930168,1.24227,2.71156,-0.0149995,0.0232062,0.0678408,0.276991,-0.301542,-1.02501,-1.716,-4.01142,-0.10481
526,30,Female,Muslim,Single,No,Had COVID,3,NA,,20260909002,-3.4819,-0.895921,-0.769659,-1.55318,-3.31751,-0.310489,-0.109306,0.0143671,-0.0831145,-0.100312,2.10527,0.491904,-0.0765777,0.438247,2.70626,3.2425,0.596787,0.890069,1.25893,3.02078,-0.0165662,0.0224093,0.0353275,0.181245,-0.302775,-1.11195,-1.74357,-4.05477,-0.0807865
527,26,Male,Christian,Single,No,None,3,NA,,20260909002,-3.3246000000000002,-0.707824,-0.691282,-1.29401,-3.00687,-0.461233,-0.200479,-0.0384093,-0.054928,-0.203134,2.28354,0.485972,-0.00944547,0.490766,2.34144,3.20711,0.379764,0.867262,0.955782,2.43882,-0.0166106,0.0234894,-0.0113906,0.196682,-0.31227,-1.13876,-1.65179,-3.95313,-0.0922258
528,40,Female,Christian,Married,No,None,2,2,Libertarianism,20260909002,-3.43095,-0.858324,-0.863652,-1.31375,-3.1283,-0.348756,-0.335098,-0.00140272,-0.176512,-0.291656,2.22666,0.637852,0.123419,0.387815,2.31227,3.20269,0.626887,0.834912,0.889741,2.68647,-0.0158002,0.0238477,0.0223021,0.227404,-0.335016,-1.12306,-1.71998,-3.97617,-0.0777774
529,78,Male,No religion,Divorced,No,None,4,NA,,20260909002,-3.38553,-0.947954,-0.695856,-1.38491,-3.23485,-0.245031,-0.157988,-0.0704971,0.00252931,-0.0351243,2.27869,0.687935,0.0272761,0.424376,2.51353,3.21312,0.732988,0.717623,0.911534,2.84155,-0.0157976,0.0223973,0.0668446,0.325047,-0.261356,-1.08331,-1.65321,-3.95267,-0.0532919
530,39,Male,Christian,Married,Yes,None,4,NA,,20260909002,-3.38883,-0.998471,-0.863073,-1.42033,-3.21713,-0.262211,-0.113911,0.0773708,0.0612417,0.111495,2.31108,0.76207,0.127048,0.361205,2.75953,3.23374,0.759306,0.979118,1.12529,2.89438,-0.0148765,0.0216741,0.0124568,0.212824,-0.353646,-1.05407,-1.64799,-3.93501,-0.0723424
531,44,Female,Hindu,Married,Yes,None,1,NA,,20260909002,-3.30411,-0.922719,-0.776492,-1.36328,-3.14473,-0.105282,-0.0857354,9.7937e-4,0.0243854,-0.105929,2.01843,0.565129,0.039602,0.36639,2.42505,2.89992,0.540835,0.857197,0.799212,2.5397,-0.0148683,0.0206973,0.0184929,0.247789,-0.30525,-1.10951,-1.641,-3.88201,-0.0502692
532,39,Female,Christian,Separated,No,Had COVID,2,NA,,20260909002,-3.72051,-1.21792,-0.863198,-1.42982,-3.61851,-0.016863,0.17468,0.0819168,0.0350279,0.162572,2.41848,0.848112,0.0815407,0.426299,2.64315,3.39991,0.811382,0.863924,1.03154,3.04187,-0.0157581,0.0230369,0.0840588,0.331952,-0.30972,-1.13626,-1.70095,-4.00803,-0.00707011
533,80,Female,Christian,Divorced,No,Had COVID,4,NA,,20260909002,-3.37461,-0.767341,-0.776832,-1.41482,-3.1045,-0.400289,-0.144036,0.038061,-3.68339e-4,0.187828,2.12159,0.481151,-0.0633598,0.247044,2.33834,3.23357,0.50562,0.745518,0.779567,2.67293,-0.0150878,0.0219301,0.0283305,0.318636,-0.2707,-0.975599,-1.76291,-3.99846,-0.0365564
534,44,Female,Christian,Single,No,Bereaved,4,NA,,20260909002,-3.20275,-0.781994,-0.768516,-1.49232,-3.13344,-0.228062,-0.0721614,0.043569,0.0475333,-0.104221,2.17085,0.441824,0.11341,0.492449,2.57362,2.96738,0.558377,0.790118,1.08071,2.82561,-0.0157952,0.0225258,0.0546139,0.279907,-0.284528,-1.05619,-1.61051,-3.91559,-0.0425796
535,24,Female,Christian,Single,No,Had COVID,4,NA,,20260909002,-3.3268,-0.860304,-0.812076,-1.31272,-2.76763,-0.246133,-0.0618405,0.0742373,-0.0148694,-0.296478,1.90378,0.412743,0.123784,0.286788,2.10464,3.23093,0.727601,0.906533,0.92265,2.71881,-0.0155981,0.0212998,-0.0149022,0.244968,-0.336523,-1.05242,-1.68141,-3.92758,-0.0112814
536,25,Male,No religion,Single,No,None,4,NA,,20260909002,-3.52307,-1.15502,-0.772247,-1.71758,-3.40369,-0.354226,-0.101401,-0.0277478,0.0915734,-0.0418962,2.35952,0.90599,-0.0393636,0.604224,2.8129,3.43955,0.788935,0.78191600000000006,1.02999,2.93674,-0.0152491,0.0225072,0.0665998,0.307861,-0.258317,-1.04537,-1.75058,-3.95269,-0.0519333
