respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed
442,74,Male,Christian,Widowed,No,Long COVID,1,,,20260909002
443,29,Male,Christian,Single,Yes,None,2,,,20260909002
444,33,Male,Not answered,Single,No,Had COVID,1,,,20260909002
445,55,Female,Christian,Married,Yes,Bereaved,4,,,20260909002
446,55,Female,No religion,Married,No,Had COVID,4,,,20260909002
447,57,Male,No religion,Married,No,Bereaved,3,,,20260909002
448,41,Male,No religion,Married,Yes,None,2,5,Institutional Trust and Technocratic Governance,20260909002
449,61,Male,No religion,Married,No,None,2,4,Conspiracy Ideation,20260909002
450,70,Female,No religion,Divorced,No,Had COVID,4,4,Conspiracy Ideation,20260909002
451,48,Female,Not answered,Married,No,Had COVID,3,,,20260909002
452,53,Female,No religion,Married,No,Bereaved,4,,,20260909002
453,68,Female,No religion,Widowed,No,None,3,,,20260909002
454,31,Male,Christian,Single,No,Had COVID,3,,,20260909002
455,44,Male,Christian,Married,No,None,1,,,20260909002
456,42,Male,No religion,Married,No,None,2,,,20260909002
457,84,Male,Christian,Married,No,None,4,,,20260909002
458,31,Male,No religion,Single,No,None,1,,,20260909002
459,67,Female,No religion,Married,No,None,3,,,20260909002
460,53,Male,Christian,Divorced,No,Bereaved,3,,,20260909002
461,56,Male,No religion,Married,No,Bereaved,4,,,20260909002
462,37,Male,Christian,Married,No,None,2,,,20260909002
463,75,Female,Not answered,Widowed,No,None,2,,,20260909002
464,21,Female,Muslim,Single,No,None,1,,,20260909002
465,18,Female,Christian,Single,No,Had COVID,1,2,Libertarianism,20260909002
466,58,Male,Hindu,Married,No,Had COVID,1,,,20260909002
467,85,Male,Christian,Single,No,Had COVID,4,,,20260909002
468,34,Male,Christian,Married,Yes,Had COVID,1,,,20260909002
469,55,Male,Christian,Married,No,Had COVID,2,,,20260909002
470,31,Male,No religion,Single,Yes,Had COVID,2,,,20260909002
471,33,Female,Christian,Married,Yes,None,4,,,20260909002
472,80,Male,Christian,Widowed,No,None,2,,,20260909002
473,45,Male,Christian,Married,Yes,Long COVID,1,,,20260909002
474,85,Male,Christian,Married,No,Had COVID,2,,,20260909002
475,19,Female,No religion,Single,No,None,4,1,Scientific Rationalism,20260909002
476,55,Male,No religion,Married,No,Had COVID,2,,,20260909002
477,67,Male,No religion,Married,No,Bereaved,3,,,20260909002
478,70,Male,Christian,Married,No,Bereaved,3,,,20260909002
479,34,Male,Christian,Married,Yes,None,3,,,20260909002
480,82,Male,Christian,Married,No,None,2,,,20260909002
481,25,Female,Muslim,Single,No,Long COVID,2,,,20260909002
482,57,Male,Christian,Married,Yes,None,1,,,20260909002
483,54,Male,Christian,Separated,No,None,3,,,20260909002
484,63,Female,No religion,Widowed,No,None,4,,,20260909002
485,37,Female,Not answered,Married,Yes,Had COVID,4,,,20260909002
486,65,Male,Christian,Married,No,None,2,,,20260909002
487,31,Male,No religion,Single,No,None,2,,,20260909002
488,50,Female,Buddhist,Single,No,None,3,,,20260909002
489,30,Male,No religion,Married,Yes,None,1,,,20260909002
490,37,Male,No religion,Divorced,No,Had COVID,2,,,20260909002
491,74,Female,Muslim,Single,No,Bereaved,1,,,20260909002
492,53,Male,Christian,Divorced,Yes,Had COVID,1,,,20260909002
493,56,Male,Christian,Married,No,Had COVID,3,,,20260909002
494,53,Male,Christian,Divorced,No,None,2,,,20260909002
495,31,Female,Christian,Married,Yes,Had COVID,2,,,20260909002
496,65,Male,No religion,Divorced,No,Long COVID,1,,,20260909002
497,59,Male,Muslim,Single,No,Had COVID,2,,,20260909002
498,33,Male,Christian,Single,Yes,Had COVID,4,,,20260909002
499,38,Male,No religion,Divorced,No,None,3,,,20260909002
500,45,Male,No religion,Single,Yes,None,4,,,20260909002
501,70,Female,No religion,Widowed,No,None,2,,,20260909002
502,67,Female,No religion,Married,No,Had COVID,1,,,20260909002
503,47,Female,Christian,Married,Yes,Had COVID,1,,,20260909002
504,60,Male,No religion,Married,No,Long COVID,2,,,20260909002
505,90,Female,Not answered,Widowed,No,None,2,,,20260909002
506,46,Male,Christian,Single,Yes,None,4,,,20260909002
507,47,Male,Christian,Divorced,Yes,Had COVID,4,4,Conspiracy Ideation,20260909002
508,20,Male,Muslim,Single,No,None,2,4,Conspiracy Ideation,20260909002
509,26,Female,Christian,Single,No,Had COVID,3,,,20260909002
510,43,Female,Christian,Married,Yes,Had COVID,4,,,20260909002
511,50,Female,Christian,Married,No,Had COVID,3,,,20260909002
512,55,Male,No religion,Divorced,No,None,2,,,20260909002
513,43,Female,Christian,Divorced,Yes,Had COVID,4,,,20260909002
514,74,Male,No religion,Widowed,No,Had COVID,4,2,Libertarianism,20260909002
515,57,Female,Christian,Divorced,No,Had COVID,1,,,20260909002
516,47,Male,Christian,Married,Yes,Had COVID,4,,,20260909002
517,69,Female,Christian,Widowed,No,Had COVID,2,,,20260909002
518,36,Female,Hindu,Married,Yes,Had COVID,4,3,Communitarianism,20260909002
519,60,Male,Christian,Married,No,None,3,,,20260909002
520,49,Female,Other religion,Married,No,None,2,1,Scientific Rationalism,20260909002
521,57,Female,No religion,Married,No,Had COVID,2,5,Institutional Trust and Technocratic Governance,20260909002
522,53,Male,Christian,Married,No,Bereaved,2,,,20260909002
523,63,Female,Christian,Divorced,No,Had COVID,3,4,Conspiracy Ideation,20260909002
524,71,Male,Christian,Married,No,None,3,,,20260909002
525,23,Male,Christian,Single,No,Had COVID,2,,,20260909002
526,30,Female,Muslim,Single,No,Had COVID,3,,,20260909002
527,26,Male,Christian,Single,No,None,3,,,20260909002
528,40,Female,Christian,Married,No,None,2,2,Libertarianism,20260909002
529,78,Male,No religion,Divorced,No,None,4,,,20260909002
530,39,Male,Christian,Married,Yes,None,4,,,20260909002
531,44,Female,Hindu,Married,Yes,None,1,,,20260909002
532,39,Female,Christian,Separated,No,Had COVID,2,,,20260909002
533,80,Female,Christian,Divorced,No,Had COVID,4,,,20260909002
534,44,Female,Christian,Single,No,Bereaved,4,,,20260909002
535,24,Female,Christian,Single,No,Had COVID,4,,,20260909002
536,25,Male,No religion,Single,No,None,4,,,20260909002
537,76,Male,No religion,Married,No,None,2,,,20260909002
538,29,Male,Christian,Single,No,Had COVID,1,,,20260909002
539,24,Male,Christian,Single,No,None,2,,,20260909002
540,40,Female,Christian,Married,No,Had COVID,4,,,20260909002
541,40,Female,Christian,Single,No,Had COVID,2,,,20260909002
542,54,Male,No religion,Single,Yes,None,2,,,20260909002
543,50,Female,Christian,Divorced,No,None,1,,,20260909002
544,75,Male,Christian,Married,No,Bereaved,2,,,20260909002
545,69,Male,No religion,Divorced,No,None,4,,,20260909002
546,58,Male,No religion,Married,No,None,3,,,20260909002
547,24,Male,Muslim,Single,No,None,2,,,20260909002
548,70,Male,Christian,Divorced,No,None,4,,,20260909002
549,22,Male,No religion,Single,No,Long COVID,4,,,20260909002
550,44,Male,Muslim,Single,Yes,None,3,,,20260909002
551,52,Male,Christian,Married,Yes,None,1,,,20260909002
552,46,Female,Christian,Married,No,Long COVID,3,,,20260909002
553,28,Male,No religion,Single,No,None,3,,,20260909002
554,34,Male,Christian,Single,Yes,None,1,5,Institutional Trust and Technocratic Governance,20260909002
555,77,Female,No religion,Married,No,Had COVID,2,,,20260909002
556,61,Female,Christian,Divorced,No,Had COVID,2,2,Libertarianism,20260909002
557,44,Female,No religion,Married,Yes,None,2,,,20260909002
558,20,Male,No religion,Divorced,No,Had COVID,3,,,20260909002
559,54,Male,Other religion,Widowed,No,None,4,,,20260909002
560,59,Female,No religion,Married,No,Had COVID,4,,,20260909002
561,19,Female,No religion,Single,No,None,1,4,Conspiracy Ideation,20260909002
562,57,Male,Christian,Married,No,Had COVID,2,,,20260909002
563,20,Female,Not answered,Single,No,Had COVID,2,,,20260909002
564,66,Female,Not answered,Married,No,Bereaved,3,,,20260909002
565,42,Female,Not answered,Widowed,No,Had COVID,1,,,20260909002
566,31,Male,Muslim,Married,Yes,Bereaved,4,,,20260909002
567,33,Male,Christian,Married,Yes,None,3,,,20260909002
568,35,Male,No religion,Single,No,None,3,5,Institutional Trust and Technocratic Governance,20260909002
569,63,Female,Christian,Married,No,None,2,,,20260909002
570,23,Male,Christian,Single,No,Had COVID,4,,,20260909002
571,77,Male,Christian,Widowed,No,None,4,,,20260909002
572,36,Female,Christian,Married,Yes,None,3,,,20260909002
573,28,Male,No religion,Married,No,Had COVID,4,,,20260909002
574,30,Female,Christian,Single,No,None,3,,,20260909002
575,31,Female,No religion,Single,No,None,2,5,Institutional Trust and Technocratic Governance,20260909002
576,62,Female,Not answered,Single,No,Bereaved,1,,,20260909002
577,61,Female,No religion,Married,No,None,2,,,20260909002
578,49,Male,Not answered,Single,Yes,None,1,,,20260909002
579,82,Female,No religion,Married,Yes,Had COVID,2,,,20260909002
580,20,Male,Christian,Single,No,None,3,,,20260909002
581,54,Female,Christian,Married,Yes,None,4,,,20260909002
582,29,Male,Christian,Single,No,None,3,,,20260909002
583,74,Female,Hindu,Married,No,None,3,,,20260909002
584,48,Male,No religion,Married,Yes,Had COVID,4,,,20260909002
585,57,Male,No religion,Single,No,None,1,,,20260909002
586,58,Female,Christian,Divorced,No,Had COVID,4,1,Scientific Rationalism,20260909002
587,34,Female,No religion,Single,Yes,None,1,,,20260909002
588,31,Female,Christian,Divorced,No,Bereaved,2,,,20260909002
589,77,Male,Not answered,Married,No,None,1,,,20260909002
590,75,Female,Christian,Married,No,Bereaved,3,,,20260909002
591,67,Female,Christian,Widowed,Yes,None,1,,,20260909002
592,29,Male,Christian,Single,No,None,2,5,Institutional Trust and Technocratic Governance,20260909002
593,37,Female,Hindu,Married,Yes,None,4,,,20260909002
594,27,Female,Christian,Married,Yes,Had COVID,1,,,20260909002
595,34,Female,No religion,Single,No,Had COVID,3,4,Conspiracy Ideation,20260909002
596,52,Male,No religion,Married,Yes,Had COVID,4,,,20260909002
597,57,Female,Christian,Married,No,Bereaved,3,,,20260909002
598,40,Male,No religion,Married,No,None,1,,,20260909002
599,86,Male,No religion,Married,No,Had COVID,1,,,20260909002
600,50,Female,Christian,Married,Yes,None,1,,,20260909002
601,51,Female,Not answered,Married,No,Bereaved,1,,,20260909002
602,49,Male,Christian,Married,No,None,3,,,20260909002
603,22,Female,Christian,Married,No,Bereaved,3,,,20260909002
604,59,Female,No religion,Divorced,No,Had COVID,4,,,20260909002
605,72,Female,Christian,Married,No,None,1,,,20260909002
606,63,Female,Not answered,Widowed,No,None,3,,,20260909002
607,57,Male,Christian,Married,Yes,Had COVID,3,,,20260909002
608,46,Male,No religion,Married,No,Had COVID,2,,,20260909002
609,73,Female,Christian,Widowed,No,None,1,3,Communitarianism,20260909002
610,26,Male,No religion,Single,No,None,1,1,Scientific Rationalism,20260909002
611,44,Female,No religion,Married,No,None,3,3,Communitarianism,20260909002
612,24,Male,Christian,Single,No,Had COVID,2,,,20260909002
613,87,Female,Christian,Married,No,None,2,,,20260909002
614,53,Male,Christian,Divorced,Yes,Long COVID,3,,,20260909002
615,43,Female,Christian,Single,Yes,None,2,,,20260909002
616,33,Female,Muslim,Widowed,No,Had COVID,1,,,20260909002
617,90,Female,Christian,Widowed,No,Had COVID,4,,,20260909002
618,70,Male,No religion,Married,No,None,1,,,20260909002
619,72,Male,No religion,Divorced,No,Bereaved,1,,,20260909002
620,67,Female,Christian,Married,No,Had COVID,1,,,20260909002
621,35,Female,No religion,Widowed,Yes,Had COVID,2,,,20260909002
622,87,Male,Christian,Widowed,No,None,1,,,20260909002
623,28,Male,Christian,Married,No,None,4,,,20260909002
624,61,Male,No religion,Single,No,None,1,,,20260909002
625,40,Female,No religion,Widowed,No,Had COVID,3,,,20260909002
626,30,Male,Christian,Married,Yes,None,4,,,20260909002
627,33,Female,Muslim,Single,Yes,None,1,5,Institutional Trust and Technocratic Governance,20260909002
628,62,Male,Other religion,Married,No,Had COVID,3,,,20260909002
629,41,Female,No religion,Single,No,None,4,,,20260909002
630,42,Female,Christian,Married,Yes,Had COVID,4,,,20260909002
631,26,Female,No religion,Married,No,Had COVID,1,,,20260909002
632,60,Male,No religion,Married,No,None,1,,,20260909002
633,38,Female,Christian,Single,Yes,Had COVID,4,,,20260909002
634,36,Male,Christian,Widowed,Yes,Bereaved,4,,,20260909002
635,18,Male,Christian,Single,No,None,4,,,20260909002
636,54,Male,Christian,Married,No,Had COVID,2,,,20260909002
637,31,Male,No religion,Single,No,None,1,,,20260909002
638,28,Male,Christian,Single,No,None,4,,,20260909002
639,38,Male,Christian,Married,No,Had COVID,2,,,20260909002
640,56,Male,Christian,Married,No,None,3,,,20260909002
641,89,Female,Not answered,Married,No,None,3,,,20260909002
642,45,Female,No religion,Married,Yes,None,2,,,20260909002
643,49,Female,Hindu,Married,Yes,Had COVID,2,,,20260909002
644,73,Male,Christian,Divorced,No,None,1,,,20260909002
645,87,Female,Christian,Married,No,None,2,,,20260909002
646,55,Female,No religion,Married,No,Had COVID,4,,,20260909002
647,32,Female,Christian,Single,No,Had COVID,2,,,20260909002
648,31,Female,Christian,Married,Yes,Had COVID,4,,,20260909002
649,49,Male,Christian,Married,Yes,Had COVID,3,,,20260909002
650,60,Male,Christian,Married,No,Had COVID,4,,,20260909002
651,63,Male,No religion,Married,No,Had COVID,2,5,Institutional Trust and Technocratic Governance,20260909002
652,32,Female,No religion,Single,Yes,Bereaved,1,,,20260909002
653,64,Female,Muslim,Single,No,Bereaved,4,,,20260909002
654,81,Female,No religion,Married,No,Had COVID,4,,,20260909002
655,79,Male,Christian,Married,No,Had COVID,1,,,20260909002
656,38,Female,Muslim,Married,Yes,Had COVID,1,,,20260909002
657,51,Female,Christian,Married,No,Had COVID,3,,,20260909002
658,40,Female,No religion,Single,No,None,4,,,20260909002
659,36,Male,Christian,Married,Yes,None,1,,,20260909002
660,34,Female,Christian,Divorced,No,None,4,,,20260909002
661,41,Female,Muslim,Married,Yes,Bereaved,2,,,20260909002
662,52,Female,No religion,Married,No,None,4,,,20260909002
663,77,Male,Christian,Married,No,None,1,,,20260909002
664,64,Female,No religion,Divorced,No,None,2,,,20260909002
665,43,Male,Christian,Married,No,Long COVID,1,,,20260909002
666,18,Female,Hindu,Single,No,None,3,4,Conspiracy Ideation,20260909002
667,45,Female,No religion,Divorced,Yes,None,2,,,20260909002
668,78,Female,Christian,Widowed,No,Had COVID,1,,,20260909002
669,83,Female,No religion,Widowed,No,Had COVID,1,,,20260909002
670,30,Female,Christian,Single,Yes,None,4,,,20260909002
671,63,Female,Christian,Widowed,No,None,4,,,20260909002
672,62,Male,Christian,Married,No,Had COVID,3,,,20260909002
673,89,Female,Christian,Married,No,Had COVID,1,,,20260909002
674,37,Male,Christian,Married,No,Had COVID,4,,,20260909002
675,45,Female,Muslim,Married,No,None,2,,,20260909002
676,60,Male,No religion,Married,No,Bereaved,1,,,20260909002
677,56,Male,Not answered,Single,No,Had COVID,3,,,20260909002
678,39,Female,No religion,Married,No,None,4,,,20260909002
679,40,Female,No religion,Married,Yes,None,2,,,20260909002
680,37,Male,No religion,Married,No,None,2,1,Scientific Rationalism,20260909002
681,25,Male,Christian,Single,No,Had COVID,3,,,20260909002
682,55,Female,Muslim,Divorced,No,Had COVID,1,,,20260909002
683,40,Female,No religion,Married,No,None,1,,,20260909002
684,47,Female,Christian,Married,Yes,Had COVID,4,4,Conspiracy Ideation,20260909002
685,67,Male,Christian,Married,No,Bereaved,4,,,20260909002
686,77,Male,Christian,Married,No,None,4,3,Communitarianism,20260909002
687,32,Male,Not answered,Single,No,Had COVID,1,,,20260909002
688,35,Male,Christian,Married,Yes,Had COVID,1,,,20260909002
689,31,Female,Christian,Married,No,None,4,,,20260909002
690,30,Male,No religion,Married,No,Had COVID,3,,,20260909002
691,23,Female,Christian,Single,No,None,1,,,20260909002
692,90,Female,Christian,Married,No,None,3,,,20260909002
693,65,Female,Muslim,Widowed,No,None,4,,,20260909002
694,42,Male,No religion,Married,Yes,Had COVID,1,,,20260909002
695,37,Male,No religion,Married,No,Had COVID,4,,,20260909002
696,44,Female,No religion,Divorced,Yes,None,2,,,20260909002
697,29,Male,No religion,Single,No,Had COVID,4,,,20260909002
698,66,Male,No religion,Married,No,None,3,,,20260909002
699,67,Male,Christian,Married,Yes,Had COVID,4,,,20260909002
700,65,Male,Not answered,Married,No,Long COVID,3,,,20260909002
701,18,Male,Christian,Single,No,Bereaved,4,,,20260909002
702,39,Male,No religion,Married,Yes,Long COVID,4,3,Communitarianism,20260909002
703,48,Male,Christian,Married,Yes,Had COVID,4,,,20260909002
704,29,Male,Christian,Married,No,Bereaved,3,,,20260909002
705,60,Female,No religion,Divorced,Yes,None,4,,,20260909002
706,51,Female,Christian,Married,No,Had COVID,4,,,20260909002
707,26,Female,No religion,Married,No,Long COVID,4,,,20260909002
708,22,Male,No religion,Single,No,None,4,,,20260909002
709,77,Male,Not answered,Married,No,None,3,,,20260909002
710,23,Female,Not answered,Single,No,Had COVID,3,,,20260909002
711,40,Male,Christian,Single,Yes,Had COVID,4,,,20260909002
712,58,Male,Christian,Married,No,None,1,,,20260909002
713,63,Male,No religion,Married,No,Bereaved,1,,,20260909002
714,36,Female,Muslim,Divorced,Yes,Had COVID,1,,,20260909002
715,43,Male,Christian,Married,No,None,4,,,20260909002
716,73,Male,No religion,Married,No,None,3,,,20260909002
717,58,Male,Christian,Married,No,Had COVID,3,,,20260909002
718,34,Female,Christian,Single,No,None,3,,,20260909002
719,50,Male,Muslim,Married,No,None,2,,,20260909002
720,68,Male,Christian,Widowed,No,None,4,,,20260909002
721,30,Male,Christian,Single,No,Had COVID,4,,,20260909002
722,21,Female,No religion,Single,No,Had COVID,2,,,20260909002
723,65,Female,No religion,Widowed,No,None,4,,,20260909002
724,30,Male,Christian,Single,No,Had COVID,3,,,20260909002
725,22,Female,Muslim,Single,Yes,Had COVID,2,,,20260909002
726,77,Male,Christian,Married,Yes,None,1,,,20260909002
727,27,Female,Christian,Single,No,Had COVID,4,,,20260909002
728,32,Female,Christian,Single,Yes,None,4,,,20260909002
729,82,Female,Christian,Widowed,No,Bereaved,1,,,20260909002
730,67,Female,No religion,Married,No,None,1,,,20260909002
731,66,Female,No religion,Widowed,No,None,2,,,20260909002
732,72,Female,Christian,Single,No,None,2,,,20260909002
733,34,Female,No religion,Single,Yes,Had COVID,1,,,20260909002
734,20,Female,Christian,Married,No,Bereaved,1,,,20260909002
735,25,Male,No religion,Divorced,No,Had COVID,2,,,20260909002
736,19,Male,Christian,Single,No,None,1,,,20260909002
737,57,Male,Muslim,Married,No,Had COVID,4,,,20260909002
738,75,Female,Sikh,Married,No,None,2,,,20260909002
739,28,Male,Christian,Divorced,No,None,2,,,20260909002
740,58,Male,Christian,Married,No,None,3,,,20260909002
741,38,Female,Not answered,Divorced,No,Had COVID,1,,,20260909002
742,48,Male,No religion,Single,No,Had COVID,3,,,20260909002
743,18,Male,Christian,Single,No,None,4,,,20260909002
744,59,Male,No religion,Single,No,Had COVID,4,,,20260909002
745,57,Male,Christian,Married,No,None,3,3,Communitarianism,20260909002
746,24,Male,Christian,Single,No,None,1,,,20260909002
747,31,Female,No religion,Married,No,Had COVID,2,,,20260909002
748,68,Male,No religion,Married,No,None,4,,,20260909002
749,78,Female,No religion,Widowed,No,None,4,,,20260909002
750,34,Female,No religion,Single,Yes,Had COVID,3,,,20260909002
751,83,Female,No religion,Married,No,Had COVID,4,,,20260909002
752,90,Female,Christian,Widowed,No,None,4,1,Scientific Rationalism,20260909002
753,66,Female,Christian,Married,No,Bereaved,2,,,20260909002
754,53,Female,No religion,Married,No,Had COVID,1,,,20260909002
755,18,Female,Christian,Single,No,None,4,,,20260909002
756,46,Female,Not answered,Married,No,Had COVID,2,,,20260909002
757,55,Female,Christian,Divorced,No,None,4,,,20260909002
758,71,Male,Christian,Widowed,No,None,1,,,20260909002
759,74,Male,Christian,Divorced,No,None,3,,,20260909002
760,74,Male,Christian,Widowed,No,None,4,,,20260909002
761,71,Female,Hindu,Widowed,No,Had COVID,4,5,Institutional Trust and Technocratic Governance,20260909002
762,23,Female,No religion,Single,No,Had COVID,3,,,20260909002
763,18,Female,Christian,Single,No,Had COVID,4,,,20260909002
764,53,Female,Christian,Single,No,None,4,,,20260909002
765,19,Male,Christian,Single,No,None,4,,,20260909002
766,52,Male,No religion,Married,No,None,4,,,20260909002
767,41,Male,Christian,Single,No,Had COVID,4,,,20260909002
768,54,Female,No religion,Single,Yes,Had COVID,4,,,20260909002
769,77,Female,Christian,Married,No,Had COVID,2,,,20260909002
770,56,Female,No religion,Divorced,No,Had COVID,3,,,20260909002
771,21,Female,No religion,Single,No,Bereaved,2,,,20260909002
772,59,Female,Christian,Married,Yes,Had COVID,2,,,20260909002
773,29,Male,No religion,Married,No,None,2,,,20260909002
774,70,Female,Christian,Widowed,No,None,1,,,20260909002
775,55,Female,Jewish,Married,Yes,None,3,,,20260909002
776,68,Female,Christian,Divorced,No,None,1,,,20260909002
777,35,Female,Muslim,Married,Yes,Long COVID,2,,,20260909002
778,75,Male,No religion,Married,No,Had COVID,3,,,20260909002
779,51,Female,Muslim,Married,No,None,2,,,20260909002
780,34,Female,Christian,Single,No,None,3,,,20260909002
781,59,Female,Christian,Married,Yes,Had COVID,4,,,20260909002
782,21,Male,Christian,Single,No,None,3,,,20260909002
783,56,Male,No religion,Divorced,No,None,4,,,20260909002
784,38,Male,No religion,Married,No,None,4,4,Conspiracy Ideation,20260909002
785,80,Male,Christian,Married,No,None,3,5,Institutional Trust and Technocratic Governance,20260909002
786,26,Male,No religion,Single,Yes,None,2,,,20260909002
787,18,Female,No religion,Single,No,None,1,,,20260909002
788,23,Female,Christian,Single,No,Bereaved,3,,,20260909002
789,35,Male,Christian,Married,No,None,2,,,20260909002
790,68,Female,Christian,Married,No,None,3,,,20260909002
791,59,Female,Christian,Married,No,None,1,,,20260909002
792,20,Female,Buddhist,Single,No,Had COVID,2,,,20260909002
793,30,Female,Christian,Single,No,Bereaved,4,,,20260909002
794,26,Male,Christian,Single,No,None,4,,,20260909002
795,62,Male,Not answered,Single,No,Bereaved,4,,,20260909002
796,54,Female,Christian,Married,No,Had COVID,4,,,20260909002
797,48,Male,Christian,Separated,No,Had COVID,1,,,20260909002
798,82,Male,Christian,Married,No,None,1,5,Institutional Trust and Technocratic Governance,20260909002
799,37,Female,No religion,Married,Yes,Had COVID,1,,,20260909002
800,48,Male,No religion,Married,No,None,3,,,20260909002
801,41,Female,Christian,Single,Yes,None,3,,,20260909002
802,50,Male,No religion,Single,No,Had COVID,3,,,20260909002
803,57,Female,Christian,Single,No,Had COVID,1,,,20260909002
804,38,Female,Christian,Married,Yes,Had COVID,3,,,20260909002
805,76,Male,No religion,Married,No,Bereaved,2,,,20260909002
806,90,Female,Christian,Married,No,None,2,,,20260909002
807,60,Male,No religion,Married,No,None,4,,,20260909002
808,46,Female,Other religion,Separated,No,Had COVID,3,,,20260909002
809,42,Female,No religion,Widowed,Yes,None,2,,,20260909002
810,71,Female,No religion,Married,No,Had COVID,2,,,20260909002
811,80,Male,Christian,Divorced,No,Had COVID,3,,,20260909002
812,50,Female,Muslim,Divorced,No,Long COVID,2,,,20260909002
813,24,Male,Muslim,Single,Yes,Had COVID,3,,,20260909002
814,24,Male,No religion,Single,No,None,2,,,20260909002
815,55,Male,No religion,Divorced,No,Had COVID,2,,,20260909002
816,19,Male,No religion,Single,No,Bereaved,4,,,20260909002
817,20,Female,Christian,Single,No,Had COVID,1,,,20260909002
818,77,Female,Christian,Divorced,No,None,2,,,20260909002
819,37,Male,No religion,Married,Yes,Had COVID,1,2,Libertarianism,20260909002
820,36,Male,Christian,Married,No,Had COVID,4,,,20260909002
821,21,Female,No religion,Single,No,Had COVID,3,,,20260909002
822,67,Female,Christian,Single,No,Bereaved,3,,,20260909002
823,79,Female,No religion,Widowed,No,None,4,,,20260909002
824,90,Male,Not answered,Married,No,None,3,,,20260909002
825,30,Female,Christian,Married,No,None,3,,,20260909002
826,85,Female,Christian,Married,No,None,2,,,20260909002
827,47,Male,Christian,Single,No,Bereaved,2,,,20260909002
828,25,Male,Christian,Single,No,None,2,4,Conspiracy Ideation,20260909002
829,78,Female,Christian,Widowed,No,None,1,,,20260909002
830,47,Female,Hindu,Married,Yes,Bereaved,1,,,20260909002
831,60,Female,Christian,Divorced,No,None,3,,,20260909002
832,56,Female,Christian,Married,Yes,None,1,,,20260909002
833,31,Female,No religion,Single,No,Bereaved,3,,,20260909002
834,57,Female,No religion,Single,No,None,2,,,20260909002
835,53,Female,Muslim,Married,No,Had COVID,4,,,20260909002
836,35,Male,Christian,Married,No,Bereaved,3,,,20260909002
837,18,Female,Christian,Single,No,None,1,,,20260909002
838,37,Female,Muslim,Married,No,Had COVID,2,,,20260909002
839,81,Female,Christian,Married,No,None,2,,,20260909002
840,45,Female,No religion,Married,No,Had COVID,3,,,20260909002
841,37,Male,Christian,Single,No,Had COVID,4,,,20260909002
842,56,Male,No religion,Single,No,Bereaved,2,2,Libertarianism,20260909002
843,58,Female,Christian,Married,No,None,4,4,Conspiracy Ideation,20260909002
844,48,Female,Not answered,Married,Yes,None,4,,,20260909002
845,22,Male,No religion,Single,No,Bereaved,4,,,20260909002
846,73,Male,No religion,Single,No,Had COVID,4,2,Libertarianism,20260909002
847,44,Male,Christian,Married,No,Had COVID,2,,,20260909002
848,38,Female,Christian,Single,No,Had COVID,1,,,20260909002
849,56,Male,No religion,Married,No,Had COVID,2,,,20260909002
850,59,Male,Christian,Single,No,Had COVID,3,,,20260909002
851,30,Female,No religion,Single,Yes,Had COVID,3,,,20260909002
852,36,Male,No religion,Married,No,None,4,,,20260909002
853,38,Male,Christian,Married,Yes,Had COVID,2,,,20260909002
854,90,Female,Not answered,Widowed,No,Had COVID,3,,,20260909002
855,63,Male,No religion,Single,Yes,None,2,,,20260909002
856,30,Male,Muslim,Single,No,Had COVID,3,,,20260909002
857,72,Female,Christian,Married,No,None,4,,,20260909002
858,61,Female,Muslim,Married,No,None,2,,,20260909002
859,69,Female,Christian,Married,No,Had COVID,3,,,20260909002
860,75,Female,No religion,Married,No,Had COVID,4,,,20260909002
861,58,Male,Christian,Married,No,None,4,,,20260909002
862,87,Female,Christian,Married,No,Had COVID,4,,,20260909002
863,45,Male,Christian,Married,Yes,None,1,,,20260909002
864,42,Female,Muslim,Divorced,No,Had COVID,4,,,20260909002
865,45,Female,No religion,Single,No,None,1,,,20260909002
866,32,Female,No religion,Married,No,Had COVID,1,,,20260909002
867,59,Female,No religion,Married,No,None,2,,,20260909002
868,44,Male,Christian,Married,No,None,1,,,20260909002
869,32,Female,No religion,Separated,Yes,Had COVID,1,,,20260909002
870,21,Female,Not answered,Single,No,None,3,,,20260909002
871,26,Female,Christian,Single,No,None,3,,,20260909002
872,90,Male,Christian,Married,No,None,3,,,20260909002
873,56,Male,Christian,Married,No,Had COVID,3,4,Conspiracy Ideation,20260909002
874,66,Female,Christian,Widowed,No,None,2,,,20260909002
875,72,Female,Christian,Single,No,None,2,,,20260909002
876,40,Female,Christian,Single,Yes,Had COVID,4,,,20260909002
877,36,Male,Christian,Married,Yes,None,3,,,20260909002
878,69,Female,Christian,Married,No,None,1,,,20260909002
879,35,Male,Christian,Married,Yes,Had COVID,1,,,20260909002
880,52,Female,Christian,Widowed,No,Had COVID,3,,,20260909002
881,60,Male,Other religion,Married,No,Bereaved,1,,,20260909002
882,35,Male,Sikh,Married,No,None,3,,,20260909002
883,22,Female,Christian,Single,No,Bereaved,3,,,20260909002
884,68,Male,No religion,Divorced,No,Had COVID,2,,,20260909002
885,50,Female,Not answered,Married,No,Bereaved,2,,,20260909002
886,66,Male,Muslim,Married,No,Had COVID,4,,,20260909002
887,47,Female,No religion,Married,Yes,Long COVID,3,,,20260909002
