respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed
455,44,Male,Christian,Married,No,None,4,,,20260909
456,42,Male,No religion,Married,No,None,3,,,20260909
457,84,Male,Christian,Married,No,None,4,,,20260909
458,31,Male,No religion,Single,No,None,2,4,Conspiracy Ideation,20260909
459,67,Female,No religion,Married,No,None,4,4,Conspiracy Ideation,20260909
460,53,Male,Christian,Divorced,No,Bereaved,2,,,20260909
461,56,Male,No religion,Married,No,Bereaved,1,,,20260909
462,37,Male,Christian,Married,No,None,4,,,20260909
463,75,Female,Not answered,Widowed,No,None,4,,,20260909
464,21,Female,Muslim,Single,No,None,3,,,20260909
465,18,Female,Christian,Single,No,Had COVID,2,,,20260909
466,58,Male,Hindu,Married,No,Had COVID,3,,,20260909
467,85,Male,Christian,Single,No,Had COVID,1,,,20260909
468,34,Male,Christian,Married,Yes,Had COVID,3,,,20260909
469,55,Male,Christian,Married,No,Had COVID,2,,,20260909
470,31,Male,No religion,Single,Yes,Had COVID,2,,,20260909
471,33,Female,Christian,Married,Yes,None,2,,,20260909
472,80,Male,Christian,Widowed,No,None,1,,,20260909
473,45,Male,Christian,Married,Yes,Long COVID,1,,,20260909
474,85,Male,Christian,Married,No,Had COVID,2,,,20260909
475,19,Female,No religion,Single,No,None,2,,,20260909
476,55,Male,No religion,Married,No,Had COVID,2,1,Scientific Rationalism,20260909
477,67,Male,No religion,Married,No,Bereaved,3,,,20260909
478,70,Male,Christian,Married,No,Bereaved,2,,,20260909
479,34,Male,Christian,Married,Yes,None,3,,,20260909
480,82,Male,Christian,Married,No,None,3,,,20260909
481,25,Female,Muslim,Single,No,Long COVID,2,,,20260909
482,57,Male,Christian,Married,Yes,None,3,,,20260909
483,54,Male,Christian,Separated,No,None,4,2,Libertarianism,20260909
484,63,Female,No religion,Widowed,No,None,3,,,20260909
485,37,Female,Not answered,Married,Yes,Had COVID,1,5,Institutional Trust and Technocratic Governance,20260909
486,65,Male,Christian,Married,No,None,3,,,20260909
487,31,Male,No religion,Single,No,None,4,,,20260909
488,50,Female,Buddhist,Single,No,None,2,1,Scientific Rationalism,20260909
489,30,Male,No religion,Married,Yes,None,4,,,20260909
490,37,Male,No religion,Divorced,No,Had COVID,1,,,20260909
491,74,Female,Muslim,Single,No,Bereaved,2,,,20260909
492,53,Male,Christian,Divorced,Yes,Had COVID,4,,,20260909
493,56,Male,Christian,Married,No,Had COVID,2,,,20260909
494,53,Male,Christian,Divorced,No,None,4,3,Communitarianism,20260909
495,31,Female,Christian,Married,Yes,Had COVID,2,,,20260909
496,65,Male,No religion,Divorced,No,Long COVID,3,,,20260909
497,59,Male,Muslim,Single,No,Had COVID,2,,,20260909
498,33,Male,Christian,Single,Yes,Had COVID,1,2,Libertarianism,20260909
499,38,Male,No religion,Divorced,No,None,2,,,20260909
500,45,Male,No religion,Single,Yes,None,1,,,20260909
501,70,Female,No religion,Widowed,No,None,3,,,20260909
502,67,Female,No religion,Married,No,Had COVID,3,,,20260909
503,47,Female,Christian,Married,Yes,Had COVID,2,,,20260909
504,60,Male,No religion,Married,No,Long COVID,2,,,20260909
505,90,Female,Not answered,Widowed,No,None,3,,,20260909
506,46,Male,Christian,Single,Yes,None,1,1,Scientific Rationalism,20260909
507,47,Male,Christian,Divorced,Yes,Had COVID,1,,,20260909
508,20,Male,Muslim,Single,No,None,1,,,20260909
509,26,Female,Christian,Single,No,Had COVID,4,,,20260909
510,43,Female,Christian,Married,Yes,Had COVID,4,,,20260909
511,50,Female,Christian,Married,No,Had COVID,1,,,20260909
512,55,Male,No religion,Divorced,No,None,2,,,20260909
513,43,Female,Christian,Divorced,Yes,Had COVID,1,,,20260909
514,74,Male,No religion,Widowed,No,Had COVID,4,,,20260909
515,57,Female,Christian,Divorced,No,Had COVID,1,,,20260909
516,47,Male,Christian,Married,Yes,Had COVID,2,,,20260909
517,69,Female,Christian,Widowed,No,Had COVID,1,,,20260909
518,36,Female,Hindu,Married,Yes,Had COVID,2,,,20260909
519,60,Male,Christian,Married,No,None,1,,,20260909
520,49,Female,Other religion,Married,No,None,1,,,20260909
521,57,Female,No religion,Married,No,Had COVID,1,,,20260909
522,53,Male,Christian,Married,No,Bereaved,2,,,20260909
523,63,Female,Christian,Divorced,No,Had COVID,4,,,20260909
524,71,Male,Christian,Married,No,None,1,,,20260909
525,23,Male,Christian,Single,No,Had COVID,1,,,20260909
526,30,Female,Muslim,Single,No,Had COVID,2,,,20260909
527,26,Male,Christian,Single,No,None,3,,,20260909
528,40,Female,Christian,Married,No,None,3,,,20260909
529,78,Male,No religion,Divorced,No,None,1,,,20260909
530,39,Male,Christian,Married,Yes,None,2,,,20260909
531,44,Female,Hindu,Married,Yes,None,1,,,20260909
532,39,Female,Christian,Separated,No,Had COVID,4,,,20260909
533,80,Female,Christian,Divorced,No,Had COVID,2,,,20260909
534,44,Female,Christian,Single,No,Bereaved,1,,,20260909
535,24,Female,Christian,Single,No,Had COVID,1,,,20260909
536,25,Male,No religion,Single,No,None,4,,,20260909
537,76,Male,No religion,Married,No,None,3,,,20260909
538,29,Male,Christian,Single,No,Had COVID,4,,,20260909
539,24,Male,Christian,Single,No,None,2,,,20260909
540,40,Female,Christian,Married,No,Had COVID,2,,,20260909
541,40,Female,Christian,Single,No,Had COVID,4,,,20260909
542,54,Male,No religion,Single,Yes,None,3,,,20260909
543,50,Female,Christian,Divorced,No,None,3,1,Scientific Rationalism,20260909
544,75,Male,Christian,Married,No,Bereaved,2,,,20260909
545,69,Male,No religion,Divorced,No,None,1,,,20260909
546,58,Male,No religion,Married,No,None,3,2,Libertarianism,20260909
547,24,Male,Muslim,Single,No,None,1,,,20260909
548,70,Male,Christian,Divorced,No,None,2,,,20260909
549,22,Male,No religion,Single,No,Long COVID,2,4,Conspiracy Ideation,20260909
550,44,Male,Muslim,Single,Yes,None,4,,,20260909
551,52,Male,Christian,Married,Yes,None,2,,,20260909
552,46,Female,Christian,Married,No,Long COVID,3,,,20260909
553,28,Male,No religion,Single,No,None,2,,,20260909
554,34,Male,Christian,Single,Yes,None,4,,,20260909
555,77,Female,No religion,Married,No,Had COVID,3,,,20260909
556,61,Female,Christian,Divorced,No,Had COVID,4,,,20260909
557,44,Female,No religion,Married,Yes,None,1,,,20260909
558,20,Male,No religion,Divorced,No,Had COVID,3,,,20260909
559,54,Male,Other religion,Widowed,No,None,3,,,20260909
560,59,Female,No religion,Married,No,Had COVID,2,,,20260909
561,19,Female,No religion,Single,No,None,3,,,20260909
562,57,Male,Christian,Married,No,Had COVID,3,1,Scientific Rationalism,20260909
563,20,Female,Not answered,Single,No,Had COVID,1,,,20260909
564,66,Female,Not answered,Married,No,Bereaved,4,,,20260909
565,42,Female,Not answered,Widowed,No,Had COVID,2,,,20260909
566,31,Male,Muslim,Married,Yes,Bereaved,4,,,20260909
567,33,Male,Christian,Married,Yes,None,2,,,20260909
568,35,Male,No religion,Single,No,None,2,,,20260909
569,63,Female,Christian,Married,No,None,1,,,20260909
570,23,Male,Christian,Single,No,Had COVID,3,2,Libertarianism,20260909
571,77,Male,Christian,Widowed,No,None,4,,,20260909
572,36,Female,Christian,Married,Yes,None,4,4,Conspiracy Ideation,20260909
573,28,Male,No religion,Married,No,Had COVID,3,,,20260909
574,30,Female,Christian,Single,No,None,3,,,20260909
575,31,Female,No religion,Single,No,None,4,,,20260909
576,62,Female,Not answered,Single,No,Bereaved,1,,,20260909
577,61,Female,No religion,Married,No,None,3,1,Scientific Rationalism,20260909
578,49,Male,Not answered,Single,Yes,None,2,,,20260909
579,82,Female,No religion,Married,Yes,Had COVID,4,,,20260909
580,20,Male,Christian,Single,No,None,3,,,20260909
581,54,Female,Christian,Married,Yes,None,4,,,20260909
582,29,Male,Christian,Single,No,None,3,,,20260909
583,74,Female,Hindu,Married,No,None,1,,,20260909
584,48,Male,No religion,Married,Yes,Had COVID,2,,,20260909
585,57,Male,No religion,Single,No,None,1,,,20260909
586,58,Female,Christian,Divorced,No,Had COVID,3,,,20260909
587,34,Female,No religion,Single,Yes,None,1,5,Institutional Trust and Technocratic Governance,20260909
588,31,Female,Christian,Divorced,No,Bereaved,4,,,20260909
589,77,Male,Not answered,Married,No,None,3,,,20260909
590,75,Female,Christian,Married,No,Bereaved,3,,,20260909
591,67,Female,Christian,Widowed,Yes,None,3,,,20260909
592,29,Male,Christian,Single,No,None,4,,,20260909
593,37,Female,Hindu,Married,Yes,None,2,1,Scientific Rationalism,20260909
594,27,Female,Christian,Married,Yes,Had COVID,4,,,20260909
595,34,Female,No religion,Single,No,Had COVID,4,,,20260909
596,52,Male,No religion,Married,Yes,Had COVID,3,,,20260909
597,57,Female,Christian,Married,No,Bereaved,2,,,20260909
598,40,Male,No religion,Married,No,None,1,,,20260909
599,86,Male,No religion,Married,No,Had COVID,3,,,20260909
600,50,Female,Christian,Married,Yes,None,3,,,20260909
601,51,Female,Not answered,Married,No,Bereaved,4,,,20260909
602,49,Male,Christian,Married,No,None,2,,,20260909
603,22,Female,Christian,Married,No,Bereaved,1,,,20260909
604,59,Female,No religion,Divorced,No,Had COVID,3,,,20260909
605,72,Female,Christian,Married,No,None,1,,,20260909
606,63,Female,Not answered,Widowed,No,None,3,,,20260909
607,57,Male,Christian,Married,Yes,Had COVID,2,,,20260909
608,46,Male,No religion,Married,No,Had COVID,4,,,20260909
609,73,Female,Christian,Widowed,No,None,4,,,20260909
610,26,Male,No religion,Single,No,None,2,,,20260909
611,44,Female,No religion,Married,No,None,3,,,20260909
612,24,Male,Christian,Single,No,Had COVID,2,,,20260909
613,87,Female,Christian,Married,No,None,2,,,20260909
614,53,Male,Christian,Divorced,Yes,Long COVID,2,,,20260909
615,43,Female,Christian,Single,Yes,None,2,,,20260909
616,33,Female,Muslim,Widowed,No,Had COVID,2,,,20260909
617,90,Female,Christian,Widowed,No,Had COVID,3,,,20260909
618,70,Male,No religion,Married,No,None,2,,,20260909
619,72,Male,No religion,Divorced,No,Bereaved,1,,,20260909
620,67,Female,Christian,Married,No,Had COVID,3,,,20260909
621,35,Female,No religion,Widowed,Yes,Had COVID,2,,,20260909
622,87,Male,Christian,Widowed,No,None,1,1,Scientific Rationalism,20260909
623,28,Male,Christian,Married,No,None,1,,,20260909
624,61,Male,No religion,Single,No,None,4,,,20260909
625,40,Female,No religion,Widowed,No,Had COVID,3,,,20260909
626,30,Male,Christian,Married,Yes,None,4,,,20260909
627,33,Female,Muslim,Single,Yes,None,3,,,20260909
628,62,Male,Other religion,Married,No,Had COVID,3,,,20260909
629,41,Female,No religion,Single,No,None,2,,,20260909
630,42,Female,Christian,Married,Yes,Had COVID,2,,,20260909
631,26,Female,No religion,Married,No,Had COVID,4,,,20260909
632,60,Male,No religion,Married,No,None,4,,,20260909
633,38,Female,Christian,Single,Yes,Had COVID,2,4,Conspiracy Ideation,20260909
634,36,Male,Christian,Widowed,Yes,Bereaved,3,,,20260909
635,18,Male,Christian,Single,No,None,3,,,20260909
636,54,Male,Christian,Married,No,Had COVID,2,5,Institutional Trust and Technocratic Governance,20260909
637,31,Male,No religion,Single,No,None,3,,,20260909
638,28,Male,Christian,Single,No,None,3,,,20260909
639,38,Male,Christian,Married,No,Had COVID,3,,,20260909
640,56,Male,Christian,Married,No,None,1,,,20260909
641,89,Female,Not answered,Married,No,None,4,,,20260909
642,45,Female,No religion,Married,Yes,None,2,,,20260909
643,49,Female,Hindu,Married,Yes,Had COVID,1,2,Libertarianism,20260909
644,73,Male,Christian,Divorced,No,None,1,,,20260909
645,87,Female,Christian,Married,No,None,2,,,20260909
646,55,Female,No religion,Married,No,Had COVID,3,,,20260909
647,32,Female,Christian,Single,No,Had COVID,3,,,20260909
648,31,Female,Christian,Married,Yes,Had COVID,1,,,20260909
649,49,Male,Christian,Married,Yes,Had COVID,2,,,20260909
650,60,Male,Christian,Married,No,Had COVID,4,,,20260909
651,63,Male,No religion,Married,No,Had COVID,1,,,20260909
652,32,Female,No religion,Single,Yes,Bereaved,1,,,20260909
653,64,Female,Muslim,Single,No,Bereaved,4,,,20260909
654,81,Female,No religion,Married,No,Had COVID,3,,,20260909
655,79,Male,Christian,Married,No,Had COVID,1,,,20260909
656,38,Female,Muslim,Married,Yes,Had COVID,2,,,20260909
657,51,Female,Christian,Married,No,Had COVID,4,,,20260909
658,40,Female,No religion,Single,No,None,3,,,20260909
659,36,Male,Christian,Married,Yes,None,4,,,20260909
660,34,Female,Christian,Divorced,No,None,2,,,20260909
661,41,Female,Muslim,Married,Yes,Bereaved,3,,,20260909
662,52,Female,No religion,Married,No,None,4,,,20260909
663,77,Male,Christian,Married,No,None,4,,,20260909
664,64,Female,No religion,Divorced,No,None,3,,,20260909
665,43,Male,Christian,Married,No,Long COVID,4,,,20260909
666,18,Female,Hindu,Single,No,None,1,,,20260909
667,45,Female,No religion,Divorced,Yes,None,4,,,20260909
668,78,Female,Christian,Widowed,No,Had COVID,4,,,20260909
669,83,Female,No religion,Widowed,No,Had COVID,4,,,20260909
670,30,Female,Christian,Single,Yes,None,1,,,20260909
671,63,Female,Christian,Widowed,No,None,4,,,20260909
672,62,Male,Christian,Married,No,Had COVID,2,,,20260909
673,89,Female,Christian,Married,No,Had COVID,2,,,20260909
674,37,Male,Christian,Married,No,Had COVID,2,3,Communitarianism,20260909
675,45,Female,Muslim,Married,No,None,4,,,20260909
676,60,Male,No religion,Married,No,Bereaved,1,,,20260909
677,56,Male,Not answered,Single,No,Had COVID,2,,,20260909
678,39,Female,No religion,Married,No,None,2,,,20260909
679,40,Female,No religion,Married,Yes,None,3,,,20260909
680,37,Male,No religion,Married,No,None,1,,,20260909
681,25,Male,Christian,Single,No,Had COVID,1,,,20260909
682,55,Female,Muslim,Divorced,No,Had COVID,3,,,20260909
683,40,Female,No religion,Married,No,None,3,,,20260909
684,47,Female,Christian,Married,Yes,Had COVID,1,,,20260909
685,67,Male,Christian,Married,No,Bereaved,3,,,20260909
686,77,Male,Christian,Married,No,None,1,,,20260909
687,32,Male,Not answered,Single,No,Had COVID,3,,,20260909
688,35,Male,Christian,Married,Yes,Had COVID,4,,,20260909
689,31,Female,Christian,Married,No,None,1,,,20260909
690,30,Male,No religion,Married,No,Had COVID,3,,,20260909
691,23,Female,Christian,Single,No,None,2,,,20260909
692,90,Female,Christian,Married,No,None,1,,,20260909
693,65,Female,Muslim,Widowed,No,None,3,,,20260909
694,42,Male,No religion,Married,Yes,Had COVID,3,,,20260909
695,37,Male,No religion,Married,No,Had COVID,2,,,20260909
696,44,Female,No religion,Divorced,Yes,None,3,,,20260909
697,29,Male,No religion,Single,No,Had COVID,4,,,20260909
698,66,Male,No religion,Married,No,None,3,3,Communitarianism,20260909
699,67,Male,Christian,Married,Yes,Had COVID,2,,,20260909
700,65,Male,Not answered,Married,No,Long COVID,4,,,20260909
701,18,Male,Christian,Single,No,Bereaved,2,,,20260909
702,39,Male,No religion,Married,Yes,Long COVID,1,,,20260909
703,48,Male,Christian,Married,Yes,Had COVID,2,,,20260909
704,29,Male,Christian,Married,No,Bereaved,3,,,20260909
705,60,Female,No religion,Divorced,Yes,None,1,,,20260909
706,51,Female,Christian,Married,No,Had COVID,4,,,20260909
707,26,Female,No religion,Married,No,Long COVID,3,,,20260909
708,22,Male,No religion,Single,No,None,2,,,20260909
709,77,Male,Not answered,Married,No,None,2,,,20260909
710,23,Female,Not answered,Single,No,Had COVID,1,,,20260909
711,40,Male,Christian,Single,Yes,Had COVID,3,,,20260909
712,58,Male,Christian,Married,No,None,2,,,20260909
713,63,Male,No religion,Married,No,Bereaved,1,,,20260909
714,36,Female,Muslim,Divorced,Yes,Had COVID,4,,,20260909
715,43,Male,Christian,Married,No,None,3,,,20260909
716,73,Male,No religion,Married,No,None,2,,,20260909
717,58,Male,Christian,Married,No,Had COVID,1,,,20260909
718,34,Female,Christian,Single,No,None,1,,,20260909
719,50,Male,Muslim,Married,No,None,1,,,20260909
720,68,Male,Christian,Widowed,No,None,3,,,20260909
721,30,Male,Christian,Single,No,Had COVID,2,,,20260909
722,21,Female,No religion,Single,No,Had COVID,3,,,20260909
723,65,Female,No religion,Widowed,No,None,4,,,20260909
724,30,Male,Christian,Single,No,Had COVID,1,,,20260909
725,22,Female,Muslim,Single,Yes,Had COVID,4,,,20260909
726,77,Male,Christian,Married,Yes,None,4,,,20260909
727,27,Female,Christian,Single,No,Had COVID,1,,,20260909
728,32,Female,Christian,Single,Yes,None,1,,,20260909
729,82,Female,Christian,Widowed,No,Bereaved,4,,,20260909
730,67,Female,No religion,Married,No,None,1,,,20260909
731,66,Female,No religion,Widowed,No,None,1,,,20260909
732,72,Female,Christian,Single,No,None,4,,,20260909
733,34,Female,No religion,Single,Yes,Had COVID,3,,,20260909
734,20,Female,Christian,Married,No,Bereaved,1,,,20260909
735,25,Male,No religion,Divorced,No,Had COVID,2,,,20260909
736,19,Male,Christian,Single,No,None,3,,,20260909
737,57,Male,Muslim,Married,No,Had COVID,3,,,20260909
738,75,Female,Sikh,Married,No,None,3,,,20260909
739,28,Male,Christian,Divorced,No,None,2,,,20260909
740,58,Male,Christian,Married,No,None,2,,,20260909
741,38,Female,Not answered,Divorced,No,Had COVID,4,,,20260909
742,48,Male,No religion,Single,No,Had COVID,3,2,Libertarianism,20260909
743,18,Male,Christian,Single,No,None,2,3,Communitarianism,20260909
744,59,Male,No religion,Single,No,Had COVID,1,,,20260909
745,57,Male,Christian,Married,No,None,4,,,20260909
746,24,Male,Christian,Single,No,None,2,,,20260909
747,31,Female,No religion,Married,No,Had COVID,3,,,20260909
748,68,Male,No religion,Married,No,None,3,,,20260909
749,78,Female,No religion,Widowed,No,None,2,,,20260909
750,34,Female,No religion,Single,Yes,Had COVID,4,,,20260909
751,83,Female,No religion,Married,No,Had COVID,1,4,Conspiracy Ideation,20260909
752,90,Female,Christian,Widowed,No,None,4,4,Conspiracy Ideation,20260909
753,66,Female,Christian,Married,No,Bereaved,2,,,20260909
754,53,Female,No religion,Married,No,Had COVID,2,3,Communitarianism,20260909
755,18,Female,Christian,Single,No,None,4,,,20260909
756,46,Female,Not answered,Married,No,Had COVID,4,,,20260909
757,55,Female,Christian,Divorced,No,None,1,2,Libertarianism,20260909
758,71,Male,Christian,Widowed,No,None,1,,,20260909
759,74,Male,Christian,Divorced,No,None,1,,,20260909
760,74,Male,Christian,Widowed,No,None,3,,,20260909
761,71,Female,Hindu,Widowed,No,Had COVID,2,,,20260909
762,23,Female,No religion,Single,No,Had COVID,1,,,20260909
763,18,Female,Christian,Single,No,Had COVID,2,,,20260909
764,53,Female,Christian,Single,No,None,4,,,20260909
765,19,Male,Christian,Single,No,None,4,,,20260909
766,52,Male,No religion,Married,No,None,1,,,20260909
767,41,Male,Christian,Single,No,Had COVID,2,,,20260909
768,54,Female,No religion,Single,Yes,Had COVID,2,,,20260909
769,77,Female,Christian,Married,No,Had COVID,2,,,20260909
770,56,Female,No religion,Divorced,No,Had COVID,3,,,20260909
771,21,Female,No religion,Single,No,Bereaved,2,,,20260909
772,59,Female,Christian,Married,Yes,Had COVID,4,,,20260909
773,29,Male,No religion,Married,No,None,2,,,20260909
774,70,Female,Christian,Widowed,No,None,2,,,20260909
775,55,Female,Jewish,Married,Yes,None,4,,,20260909
776,68,Female,Christian,Divorced,No,None,4,,,20260909
777,35,Female,Muslim,Married,Yes,Long COVID,3,,,20260909
778,75,Male,No religion,Married,No,Had COVID,3,,,20260909
779,51,Female,Muslim,Married,No,None,1,,,20260909
780,34,Female,Christian,Single,No,None,4,,,20260909
781,59,Female,Christian,Married,Yes,Had COVID,3,,,20260909
782,21,Male,Christian,Single,No,None,4,,,20260909
783,56,Male,No religion,Divorced,No,None,2,,,20260909
784,38,Male,No religion,Married,No,None,1,,,20260909
785,80,Male,Christian,Married,No,None,1,,,20260909
786,26,Male,No religion,Single,Yes,None,1,,,20260909
787,18,Female,No religion,Single,No,None,1,1,Scientific Rationalism,20260909
788,23,Female,Christian,Single,No,Bereaved,1,,,20260909
789,35,Male,Christian,Married,No,None,2,,,20260909
790,68,Female,Christian,Married,No,None,4,,,20260909
791,59,Female,Christian,Married,No,None,4,,,20260909
792,20,Female,Buddhist,Single,No,Had COVID,2,,,20260909
793,30,Female,Christian,Single,No,Bereaved,4,,,20260909
794,26,Male,Christian,Single,No,None,4,,,20260909
795,62,Male,Not answered,Single,No,Bereaved,1,,,20260909
796,54,Female,Christian,Married,No,Had COVID,3,2,Libertarianism,20260909
797,48,Male,Christian,Separated,No,Had COVID,3,,,20260909
798,82,Male,Christian,Married,No,None,1,,,20260909
799,37,Female,No religion,Married,Yes,Had COVID,2,,,20260909
800,48,Male,No religion,Married,No,None,1,,,20260909
801,41,Female,Christian,Single,Yes,None,3,,,20260909
802,50,Male,No religion,Single,No,Had COVID,3,1,Scientific Rationalism,20260909
803,57,Female,Christian,Single,No,Had COVID,3,,,20260909
804,38,Female,Christian,Married,Yes,Had COVID,2,,,20260909
805,76,Male,No religion,Married,No,Bereaved,3,,,20260909
806,90,Female,Christian,Married,No,None,3,,,20260909
807,60,Male,No religion,Married,No,None,3,,,20260909
808,46,Female,Other religion,Separated,No,Had COVID,1,,,20260909
809,42,Female,No religion,Widowed,Yes,None,1,,,20260909
810,71,Female,No religion,Married,No,Had COVID,4,,,20260909
811,80,Male,Christian,Divorced,No,Had COVID,4,,,20260909
812,50,Female,Muslim,Divorced,No,Long COVID,1,,,20260909
813,24,Male,Muslim,Single,Yes,Had COVID,2,,,20260909
814,24,Male,No religion,Single,No,None,1,,,20260909
815,55,Male,No religion,Divorced,No,Had COVID,3,,,20260909
816,19,Male,No religion,Single,No,Bereaved,3,,,20260909
817,20,Female,Christian,Single,No,Had COVID,1,1,Scientific Rationalism,20260909
818,77,Female,Christian,Divorced,No,None,1,,,20260909
819,37,Male,No religion,Married,Yes,Had COVID,2,,,20260909
820,36,Male,Christian,Married,No,Had COVID,1,,,20260909
821,21,Female,No religion,Single,No,Had COVID,3,,,20260909
822,67,Female,Christian,Single,No,Bereaved,2,,,20260909
823,79,Female,No religion,Widowed,No,None,4,,,20260909
824,90,Male,Not answered,Married,No,None,3,,,20260909
825,30,Female,Christian,Married,No,None,4,,,20260909
826,85,Female,Christian,Married,No,None,1,,,20260909
827,47,Male,Christian,Single,No,Bereaved,3,,,20260909
828,25,Male,Christian,Single,No,None,2,,,20260909
829,78,Female,Christian,Widowed,No,None,1,,,20260909
830,47,Female,Hindu,Married,Yes,Bereaved,3,,,20260909
831,60,Female,Christian,Divorced,No,None,1,,,20260909
832,56,Female,Christian,Married,Yes,None,2,,,20260909
833,31,Female,No religion,Single,No,Bereaved,2,,,20260909
834,57,Female,No religion,Single,No,None,3,,,20260909
835,53,Female,Muslim,Married,No,Had COVID,3,,,20260909
836,35,Male,Christian,Married,No,Bereaved,2,,,20260909
837,18,Female,Christian,Single,No,None,3,,,20260909
838,37,Female,Muslim,Married,No,Had COVID,2,,,20260909
839,81,Female,Christian,Married,No,None,4,,,20260909
840,45,Female,No religion,Married,No,Had COVID,1,,,20260909
841,37,Male,Christian,Single,No,Had COVID,3,,,20260909
842,56,Male,No religion,Single,No,Bereaved,3,,,20260909
843,58,Female,Christian,Married,No,None,1,,,20260909
844,48,Female,Not answered,Married,Yes,None,3,,,20260909
845,22,Male,No religion,Single,No,Bereaved,1,,,20260909
846,73,Male,No religion,Single,No,Had COVID,3,,,20260909
847,44,Male,Christian,Married,No,Had COVID,3,,,20260909
848,38,Female,Christian,Single,No,Had COVID,4,,,20260909
849,56,Male,No religion,Married,No,Had COVID,2,,,20260909
850,59,Male,Christian,Single,No,Had COVID,4,5,Institutional Trust and Technocratic Governance,20260909
851,30,Female,No religion,Single,Yes,Had COVID,1,,,20260909
852,36,Male,No religion,Married,No,None,2,,,20260909
853,38,Male,Christian,Married,Yes,Had COVID,4,,,20260909
854,90,Female,Not answered,Widowed,No,Had COVID,1,,,20260909
855,63,Male,No religion,Single,Yes,None,4,,,20260909
856,30,Male,Muslim,Single,No,Had COVID,4,,,20260909
857,72,Female,Christian,Married,No,None,4,,,20260909
858,61,Female,Muslim,Married,No,None,2,,,20260909
859,69,Female,Christian,Married,No,Had COVID,2,,,20260909
860,75,Female,No religion,Married,No,Had COVID,3,,,20260909
861,58,Male,Christian,Married,No,None,3,,,20260909
862,87,Female,Christian,Married,No,Had COVID,3,,,20260909
863,45,Male,Christian,Married,Yes,None,1,,,20260909
864,42,Female,Muslim,Divorced,No,Had COVID,1,,,20260909
865,45,Female,No religion,Single,No,None,4,,,20260909
866,32,Female,No religion,Married,No,Had COVID,2,,,20260909
867,59,Female,No religion,Married,No,None,4,,,20260909
868,44,Male,Christian,Married,No,None,2,,,20260909
869,32,Female,No religion,Separated,Yes,Had COVID,4,,,20260909
870,21,Female,Not answered,Single,No,None,3,,,20260909
871,26,Female,Christian,Single,No,None,3,,,20260909
872,90,Male,Christian,Married,No,None,4,,,20260909
873,56,Male,Christian,Married,No,Had COVID,1,,,20260909
874,66,Female,Christian,Widowed,No,None,1,,,20260909
875,72,Female,Christian,Single,No,None,3,,,20260909
876,40,Female,Christian,Single,Yes,Had COVID,3,,,20260909
877,36,Male,Christian,Married,Yes,None,4,,,20260909
878,69,Female,Christian,Married,No,None,3,,,20260909
879,35,Male,Christian,Married,Yes,Had COVID,1,,,20260909
880,52,Female,Christian,Widowed,No,Had COVID,4,,,20260909
881,60,Male,Other religion,Married,No,Bereaved,2,,,20260909
882,35,Male,Sikh,Married,No,None,4,,,20260909
883,22,Female,Christian,Single,No,Bereaved,4,,,20260909
884,68,Male,No religion,Divorced,No,Had COVID,2,,,20260909
885,50,Female,Not answered,Married,No,Bereaved,4,,,20260909
886,66,Male,Muslim,Married,No,Had COVID,1,,,20260909
887,47,Female,No religion,Married,Yes,Long COVID,3,,,20260909
888,83,Female,No religion,Divorced,No,None,3,,,20260909
889,26,Male,Not answered,Married,No,None,3,3,Communitarianism,20260909
890,46,Female,Christian,Single,No,Had COVID,2,5,Institutional Trust and Technocratic Governance,20260909
891,65,Male,Christian,Married,No,Had COVID,3,2,Libertarianism,20260909
892,73,Male,No religion,Married,No,Bereaved,3,,,20260909
893,48,Female,Christian,Married,Yes,Had COVID,1,,,20260909
894,40,Female,No religion,Married,Yes,Bereaved,4,,,20260909
895,28,Female,Hindu,Married,No,Had COVID,1,,,20260909
896,58,Female,Sikh,Single,No,None,4,,,20260909
897,32,Female,Not answered,Single,No,Had COVID,2,,,20260909
898,42,Female,Not answered,Married,Yes,Bereaved,2,,,20260909
899,20,Male,No religion,Single,No,None,3,,,20260909
900,24,Female,No religion,Divorced,No,Had COVID,4,,,20260909
901,42,Female,No religion,Single,No,Had COVID,2,,,20260909
902,54,Male,Christian,Married,No,None,3,,,20260909
903,86,Female,Christian,Married,No,Had COVID,2,,,20260909
904,18,Female,Christian,Single,No,None,3,,,20260909
905,58,Female,Not answered,Widowed,No,Had COVID,4,5,Institutional Trust and Technocratic Governance,20260909
906,78,Male,Christian,Widowed,No,None,1,,,20260909
907,41,Female,Muslim,Single,Yes,Bereaved,1,,,20260909
908,74,Female,No religion,Married,No,Bereaved,2,,,20260909
909,42,Female,Hindu,Divorced,No,None,1,,,20260909
910,67,Male,Christian,Married,No,None,2,1,Scientific Rationalism,20260909
911,33,Male,No religion,Divorced,Yes,Had COVID,2,,,20260909
912,65,Female,Not answered,Widowed,No,Had COVID,4,,,20260909
913,40,Female,Christian,Married,No,Had COVID,1,,,20260909
914,69,Male,No religion,Widowed,No,None,2,,,20260909
915,80,Female,Muslim,Married,No,Long COVID,4,,,20260909
916,50,Female,No religion,Married,Yes,Long COVID,3,,,20260909
917,49,Female,Muslim,Single,No,Had COVID,4,,,20260909
